GENE       CHR      START       STOP  NSNPS  NPARAM     N        ZSTAT      P_MULTI  P_SNPWISE_MEAN  P_SNPWISE_TOP1
8925        15   63890817   64161148    577      39  4338      -1.0529      0.85381         0.69863         0.87434
23604       15   64189235   64398614    603      55  4338     -0.52605      0.70057         0.64884         0.60905
6642        15   64351275   64446433    171      20  4338     -0.38586       0.6502         0.69806         0.49435
84191       15   64354761   64421207    116      17  4338     -0.28553      0.61238         0.69001         0.44021
79856       15   64408899   64459680     92      16  4338     -0.73137      0.76772         0.73095          0.6678
5479        15   64438014   64490354     80      16  4338      0.31528      0.37627         0.46679         0.27629
53944       15   64447716   64700968    410      33  4338      0.29912      0.38242         0.31647         0.41238
9325        15   64645003   64757502    163      24  4338    -0.022098      0.50882         0.54149         0.39924
9768        15   64647193   64714914    108      19  4338      0.17226      0.43162         0.53917         0.30734
23060       15   64756619   64988267    242      38  4338      0.82923      0.20349         0.16819         0.26728
4947        15   64969773   65030462    105      19  4338     0.081264      0.46762         0.61887         0.29747
348093      15   65022093   65102770    193      20  4338     -0.87259      0.80856         0.93951          0.5625
80119       15   65097831   65152867    174      22  4338     -0.46554      0.67923          0.6709         0.58359
80301       15   65099082   65170201    217      24  4338     -0.58072      0.71929         0.72508         0.60623
348094      15   65169095   65261042    213      32  4338      -1.8704      0.96928         0.93263         0.90819
51324       15   65245363   65317251    200      19  4338     -0.79898      0.78785         0.63438         0.82613
123263      15   65283850   65356977    171      25  4338      -0.3399      0.63303         0.78856         0.43629
123264      15   65302708   65355734    119      21  4338     -0.26382      0.60404         0.85287         0.37617
51285       15   65327919   65395707    117      19  4338     -0.17119      0.56796         0.75576         0.36781
390594      15   65334154   65382276     96      15  4338      -1.3043      0.90393           0.849         0.87167
390595      15   65375108   65440985     59      16  4338     -0.39289       0.6528         0.75668         0.47622
10081       15   65399717   65461174     53      15  4338     -0.81405      0.79219         0.81628         0.65747
10845       15   65432784   65512563     79      16  4338     -0.85407      0.80347         0.89201         0.61382
8483        15   65478337   65538840     69      16  4338     -0.74053      0.77051         0.80313         0.61821
54956       15   65540436   65614212    160      18  4338     -0.57837      0.71849         0.48185         0.87704
9543        15   65609465   65705378    174      36  4338      -1.0095      0.84363         0.75107         0.83022
57722       15   65663825   65750410    122      23  4338      -1.8186      0.96551         0.97431         0.90357
54878       15   65724805   65845040    210      19  4338      -1.1349       0.8718          0.9348         0.69132
51495       15   65787804   65880693    175      18  4338      -1.5149       0.9351         0.86335         0.88177
81556       15   65861095   65938627    127      14  4338      -1.4996      0.93314         0.92268         0.80838
9187        15   65868618   65963334    149      15  4338      -1.7276      0.95797         0.92815         0.86713
10260       15   65942954   66119631    281      24  4338     -0.30014      0.61797         0.92489         0.32539
8766        15   66126629   66194329    108      15  4338      0.28967      0.38603         0.35647         0.38895
84465       15   66177634   66581075   1156     122  4338      -1.2752      0.89887         0.92297         0.73562
115752      15   66550633   66636236    242      32  4338       0.4916       0.3115         0.25032         0.37052
54962       15   66619008   66714074    267      30  4338      0.52525       0.2997         0.19374         0.44983
5604        15   66644182   66793882    420      35  4338      0.34638      0.36453         0.22992          0.5348
55055       15   66762431   66851823    247      29  4338      0.76976      0.22072         0.20534           0.247
10302       15   66772666   66825146    134      21  4338      0.55145      0.29066         0.20205         0.40921
6124        15   66781653   66851870    204      26  4338      0.83976      0.20052         0.20764           0.207
197021      15   66829806   66893317    258      37  4338        1.845     0.032516        0.019624        0.092681
4091        15   66959674   67084338    292      44  4338       1.8402      0.03287         0.14894        0.014277
4088        15   67323036   67497533    456      70  4338      0.33107      0.37029         0.16599         0.74728
79719       15   67483013   67582536    191      19  4338       -1.198      0.88454         0.72395         0.91138
